metric,mean,std
low_threshold,0.010333333333333333,0.0041899350299921785
high_threshold,0.5,0.0
uncertainty_threshold,0.029670041675368946,0.006740401930031945
auto_reassured_rate,0.19003451944474536,0.02812080188652729
manual_review_rate,0.7711108771803673,0.025842920539901146
urgent_referral_rate,0.03885460337488721,0.004341098895068367
false_negatives_auto_reassured,1.3333333333333333,0.9428090415820634
sensitivity_after_auto_reassurance,0.9932653061224489,0.004762876480058317
urgent_referral_precision,0.6440170940170941,0.004230553391714372
